Yelp URL,Rating,Date,Review Text,quantitative_llm_response,quantitative_llm_response_standardized
https://www.yelp.com/biz/sidney-dairy-barn-sidney,4,3/30/2015,"Our bike club comes here often year round for evening ice cream cycling excursions from Champaign-Urbana. The staff is always VERY friendly and accommodating. The ice cream is tasty, although I do prefer the fattier taste of custard. All in all, a wonderful place to visit.","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': ['friendly staff', 'accommodating'], 'rating': 5, 'original_review': 'Our bike club comes here often year round for evening ice cream cycling excursions from Champaign-Urbana. The staff is always VERY friendly and accommodating. The ice cream is tasty, although I do prefer the fattier taste of custard. All in all, a wonderful place to visit.', 'standardized_pain_points': [], 'standardized_positive_points': ['Friendly and Helpful Staff', 'Accommodating Policies']}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': ['friendly staff', 'accommodating'], 'rating': 5, 'original_review': 'Our bike club comes here often year round for evening ice cream cycling excursions from Champaign-Urbana. The staff is always VERY friendly and accommodating. The ice cream is tasty, although I do prefer the fattier taste of custard. All in all, a wonderful place to visit.', 'standardized_pain_points': [], 'standardized_positive_points': ['Friendly and Helpful Staff', 'Accommodating Policies']}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,5/18/2018,Best ice cream in the area! I love their featured flavor of the week! The staff is always very friendly and the service is generally pretty fast!,"{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': ['friendly staff', 'fast service'], 'rating': 5, 'original_review': 'Best ice cream in the area! I love their featured flavor of the week! The staff is always very friendly and the service is generally pretty fast!', 'standardized_pain_points': [], 'standardized_positive_points': ['Friendly and Helpful Staff', 'Excellent Service']}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': ['friendly staff', 'fast service'], 'rating': 5, 'original_review': 'Best ice cream in the area! I love their featured flavor of the week! The staff is always very friendly and the service is generally pretty fast!', 'standardized_pain_points': [], 'standardized_positive_points': ['Friendly and Helpful Staff', 'Excellent Service']}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,5/5/2018,Delicious ice cream. Best soft serve I've ever had in my entire life. Staff is wonderful and friendly and even though they only have a few flavors it will leave you in a wonderful happy place and life will be good.,"{'original_review': ""Delicious ice cream. Best soft serve I've ever had in my entire life. Staff is wonderful and friendly and even though they only have a few flavors it will leave you in a wonderful happy place and life will be good.""}","{'original_review': ""Delicious ice cream. Best soft serve I've ever had in my entire life. Staff is wonderful and friendly and even though they only have a few flavors it will leave you in a wonderful happy place and life will be good.""}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,3,9/4/2014,"Local Dairy Barn that served your typical traditional American dairy products. The ice cream was itself was so rich that I could taste the milk. If you just simply want an ice cream or something simple, this is definitely a good place to go. But personally I see nothing too special about the place. There's ample amount of parking in their private lot, but expect there to always be full of locals populating the area. When in doubt, just make your own parking spot. I know I did","{'pain_point_dishes': [], 'pain_points': ['nothing too special', 'crowded parking'], 'positive_point_dishes': ['ice cream'], 'positive_points': ['ample parking'], 'rating': 3, 'original_review': ""Local Dairy Barn that served your typical traditional American dairy products. The ice cream was itself was so rich that I could taste the milk. If you just simply want an ice cream or something simple, this is definitely a good place to go. But personally I see nothing too special about the place. There's ample amount of parking in their private lot, but expect there to always be full of locals populating the area. When in doubt, just make your own parking spot. I know I did"", 'standardized_pain_points': ['Average Food Quality', 'Parking Difficulty'], 'standardized_positive_points': ['Convenient Parking']}","{'pain_point_dishes': [], 'pain_points': ['nothing too special', 'crowded parking'], 'positive_point_dishes': ['ice cream'], 'positive_points': ['ample parking'], 'rating': 3, 'original_review': ""Local Dairy Barn that served your typical traditional American dairy products. The ice cream was itself was so rich that I could taste the milk. If you just simply want an ice cream or something simple, this is definitely a good place to go. But personally I see nothing too special about the place. There's ample amount of parking in their private lot, but expect there to always be full of locals populating the area. When in doubt, just make your own parking spot. I know I did"", 'standardized_pain_points': ['Average Food Quality', 'Parking Difficulty'], 'standardized_positive_points': ['Convenient Parking']}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,7/22/2016,The best soft serve hands down...no further explanation needed!! Every flavor...those that are constant or those that change weekly...LOVE. THE. BEST.,"{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['soft serve'], 'positive_points': [], 'rating': 5, 'original_review': 'The best soft serve hands down...no further explanation needed!! Every flavor...those that are constant or those that change weekly...LOVE. THE. BEST.', 'standardized_pain_points': [], 'standardized_positive_points': []}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['soft serve'], 'positive_points': [], 'rating': 5, 'original_review': 'The best soft serve hands down...no further explanation needed!! Every flavor...those that are constant or those that change weekly...LOVE. THE. BEST.', 'standardized_pain_points': [], 'standardized_positive_points': []}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,7/6/2016,Best home made style ice cream. I stop by any time I am near Sidney and make special trips from my home 13 miles away from time to time.,"{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': [], 'rating': 5, 'original_review': 'Best home made style ice cream. I stop by any time I am near Sidney and make special trips from my home 13 miles away from time to time.', 'standardized_pain_points': [], 'standardized_positive_points': []}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': [], 'rating': 5, 'original_review': 'Best home made style ice cream. I stop by any time I am near Sidney and make special trips from my home 13 miles away from time to time.', 'standardized_pain_points': [], 'standardized_positive_points': []}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,7/6/2016,"Definitely have to check out their facebook for the flavor of the week! We were there for coffee flavored and it was delicious. I have to go back to check out the lemon, as I have heard wonderful things about it. Definitely worth the drive if you're looking for something different than custard","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['coffee flavored'], 'positive_points': ['worth the drive'], 'rating': 5, 'original_review': ""Definitely have to check out their facebook for the flavor of the week! We were there for coffee flavored and it was delicious. I have to go back to check out the lemon, as I have heard wonderful things about it. Definitely worth the drive if you're looking for something different than custard"", 'standardized_pain_points': [], 'standardized_positive_points': ['Good Value']}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['coffee flavored'], 'positive_points': ['worth the drive'], 'rating': 5, 'original_review': ""Definitely have to check out their facebook for the flavor of the week! We were there for coffee flavored and it was delicious. I have to go back to check out the lemon, as I have heard wonderful things about it. Definitely worth the drive if you're looking for something different than custard"", 'standardized_pain_points': [], 'standardized_positive_points': ['Good Value']}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,6/25/2016,"Much better than Champaign's Jarlings. Better service, better ice cream, and the lines usually significantly shorter. Worth the drive!!","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': ['better service', 'lines usually significantly shorter'], 'rating': 5, 'original_review': ""Much better than Champaign's Jarlings. Better service, better ice cream, and the lines usually significantly shorter. Worth the drive!!"", 'standardized_pain_points': [], 'standardized_positive_points': ['Excellent Service', 'Excellent Service']}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['ice cream'], 'positive_points': ['better service', 'lines usually significantly shorter'], 'rating': 5, 'original_review': ""Much better than Champaign's Jarlings. Better service, better ice cream, and the lines usually significantly shorter. Worth the drive!!"", 'standardized_pain_points': [], 'standardized_positive_points': ['Excellent Service', 'Excellent Service']}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,11/1/2016,Basically the best thing since sliced bread. Definitely worth the trip outside of Champaign!!,"{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': [], 'positive_points': [], 'rating': 5, 'original_review': 'Basically the best thing since sliced bread. Definitely worth the trip outside of Champaign!!', 'standardized_pain_points': [], 'standardized_positive_points': []}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': [], 'positive_points': [], 'rating': 5, 'original_review': 'Basically the best thing since sliced bread. Definitely worth the trip outside of Champaign!!', 'standardized_pain_points': [], 'standardized_positive_points': []}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,6/18/2013,"I LOVE the Dairy Barn. 20 minutes east of CU, this is the picture perfect small town ice cream place. Outdoor, order at the window and sit on the picnic tables under the festive outdoor lighting to enjoy your soft serve treats. Chocolate and vanilla always available, with a rotating special third flavor (I love mint week!). There are always special tornadoes (think blizzard) to match the flavor of the week. I also recommend the raspberry truffle tornado; raspberry flavored ice cream with magic shell-like dipping chocolate mixed in. If you want a short journey and some awesome ice cream, go to Sidney Dairy Barn! Update: I love Dairy Barn. It should have 5 stars. What's my problem?","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['chocolate', 'vanilla', 'raspberry truffle tornado'], 'positive_points': [], 'rating': 5, 'original_review': ""I LOVE the Dairy Barn. 20 minutes east of CU, this is the picture perfect small town ice cream place. Outdoor, order at the window and sit on the picnic tables under the festive outdoor lighting to enjoy your soft serve treats. Chocolate and vanilla always available, with a rotating special third flavor (I love mint week!). There are always special tornadoes (think blizzard) to match the flavor of the week. I also recommend the raspberry truffle tornado; raspberry flavored ice cream with magic shell-like dipping chocolate mixed in. If you want a short journey and some awesome ice cream, go to Sidney Dairy Barn! Update: I love Dairy Barn. It should have 5 stars. What's my problem?"", 'standardized_pain_points': [], 'standardized_positive_points': []}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['chocolate', 'vanilla', 'raspberry truffle tornado'], 'positive_points': [], 'rating': 5, 'original_review': ""I LOVE the Dairy Barn. 20 minutes east of CU, this is the picture perfect small town ice cream place. Outdoor, order at the window and sit on the picnic tables under the festive outdoor lighting to enjoy your soft serve treats. Chocolate and vanilla always available, with a rotating special third flavor (I love mint week!). There are always special tornadoes (think blizzard) to match the flavor of the week. I also recommend the raspberry truffle tornado; raspberry flavored ice cream with magic shell-like dipping chocolate mixed in. If you want a short journey and some awesome ice cream, go to Sidney Dairy Barn! Update: I love Dairy Barn. It should have 5 stars. What's my problem?"", 'standardized_pain_points': [], 'standardized_positive_points': []}"
https://www.yelp.com/biz/sidney-dairy-barn-sidney,5,4/12/2013,"This is still the best soft serve I know, in the world. My favorite flavors are mint and cherry. Their flavors are subtle, mild, and the cream is not overly sweet. Lately, the ice cream I've had at other ice cream establishments has been so sweet that it's actually inspired this positive review. I once finished a quart of Sidney Dairy Barn ice cream, in an afternoon, by myself. At other places I'll only have a small cup and I'll feel sick and renounce ice cream for a month -- how depressing. I don't know what else they do differently, but the milk is fresh and the flavors are right. It's basically a stand in the middle of corn fields - at last that's how I remember it - and they're only open during the summer. I always go out of my way to come to Sidney Dairy Barn and it's always a trip worth taking. P.S. CASH or CHECK only.","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['soft serve', 'ice cream'], 'positive_points': [], 'rating': 5, 'original_review': ""This is still the best soft serve I know, in the world. My favorite flavors are mint and cherry. Their flavors are subtle, mild, and the cream is not overly sweet. Lately, the ice cream I've had at other ice cream establishments has been so sweet that it's actually inspired this positive review. I once finished a quart of Sidney Dairy Barn ice cream, in an afternoon, by myself. At other places I'll only have a small cup and I'll feel sick and renounce ice cream for a month -- how depressing. I don't know what else they do differently, but the milk is fresh and the flavors are right. It's basically a stand in the middle of corn fields - at last that's how I remember it - and they're only open during the summer. I always go out of my way to come to Sidney Dairy Barn and it's always a trip worth taking. P.S. CASH or CHECK only."", 'standardized_pain_points': [], 'standardized_positive_points': []}","{'pain_point_dishes': [], 'pain_points': [], 'positive_point_dishes': ['soft serve', 'ice cream'], 'positive_points': [], 'rating': 5, 'original_review': ""This is still the best soft serve I know, in the world. My favorite flavors are mint and cherry. Their flavors are subtle, mild, and the cream is not overly sweet. Lately, the ice cream I've had at other ice cream establishments has been so sweet that it's actually inspired this positive review. I once finished a quart of Sidney Dairy Barn ice cream, in an afternoon, by myself. At other places I'll only have a small cup and I'll feel sick and renounce ice cream for a month -- how depressing. I don't know what else they do differently, but the milk is fresh and the flavors are right. It's basically a stand in the middle of corn fields - at last that's how I remember it - and they're only open during the summer. I always go out of my way to come to Sidney Dairy Barn and it's always a trip worth taking. P.S. CASH or CHECK only."", 'standardized_pain_points': [], 'standardized_positive_points': []}"
